"","source","dim","field","water","famly","species","type","prey_cellularity","vert","major_grouping_prey_1","major_grouping_prey_2","prey","prey_species","prey_type","data_type","replace_prey","starvation_time","temp","interference","preds_per_arena","arena_2d","arena_3d","pred_mass","pred_mass_source_code","pred_mass_reg_code","prey_mass","prey_mass_source_code","prey_mass_reg_code","a_units","mean_r2_of_fits","a","a_low","a_hi","h","h_low","h_hi","n_boots","notes_1","notes_2","alien","aspect_ratio","log_arena","log_pred","log_prey","log_a","log_h","log_se_a","log_se_h","duration","duration_notes","units","locale","country","country_notes","probable_duration","duration_sec","log_duration"
"44","Gustafsson et al 2010 ECOL FRE FISH",2,NA,"Fresh","Salmoniformes","Salmo trutta","Adult A","Metazoan","Invertebrate","Insect","Diptera","House fly","Musca domestica","Adult (dead)","Mean","N",24,10,NA,"1",5000,125000,5090,"Original species length","Species",8.69,"Alternate species length","Order","m^2 per pred per day",0.39,1900,1110,4120,6.76e-05,5.76e-05,7.8e-05,200,NA,NA,"Y",1.98252,11.7360690162844,8.53503310954457,2.1621729392773,7.54960916515453,-9.60190257491536,5.97888576490112,-12.2060726455302,0.768230111789424,"until n = 5","nps","Sweden","Sweden",NA,"runif(1,0.13,1.667)",46.0938067073654,3.83067859623492
"45","Gustafsson et al 2010 ECOL FRE FISH",2,NA,"Fresh","Salmoniformes","Salmo trutta","Adult B","Metazoan","Invertebrate","Insect","Diptera","House fly","Musca domestica","Adult (dead)","Mean","N",24,10,NA,"1",5000,125000,17900,"Original species length","Species",8.69,"Alternate species length","Order","m^2 per pred per day",0.57,2410,1850,3740,2.1e-05,1.65e-05,2.68e-05,200,NA,NA,"Y",1.98252,11.7360690162844,9.79255599182885,2.1621729392773,7.7873820264847,-10.7709881202409,5.63478960316925,-13.0045803417479,0.946821370531805,"until n = 5","nps","Sweden","Sweden",NA,"runif(1,0.13,1.667)",56.8092822319083,4.03969973195143
"46","Gustafsson et al 2010 ECOL FRE FISH",2,NA,"Fresh","Salmoniformes","Salmo trutta","Adult C","Metazoan","Invertebrate","Insect","Diptera","House fly","Musca domestica","Adult (dead)","Mean","N",24,10,NA,"1",5000,125000,59000,"Original species length","Species",8.69,"Alternate species length","Order","m^2 per pred per day",0.52,2530,1530,4530,1.49e-05,9.81e-06,2.09e-05,200,NA,NA,"Y",1.98252,11.7360690162844,10.9852927228879,2.1621729392773,7.83597458172157,-11.1141493450129,6.21460809842219,-12.8813799079618,0.134989431288093,"until n = 5","nps","Sweden","Sweden",NA,"runif(1,0.13,1.667)",8.0993658772856,2.09178577185896
"47","Gustafsson et al 2010 ECOL FRE FISH",2,NA,"Fresh","Salmoniformes","Salmo trutta","Adult A","Metazoan","Invertebrate","Crustacean","Amphipod",NA,"Gammarus spp.","dead","Mean","N",24,10,NA,"1",5000,125000,5090,"Original species length","Species",3.1,"Original species mass",NA,"m^2 per pred per day",0.24,2870,1590,5490,5.81e-05,4.81e-05,7e-05,200,NA,NA,"Y",1.98252,11.7360690162844,8.53503310954457,1.1314021114911,7.96206730875367,-9.75334489410641,6.46146817635372,-12.2060726455302,0.517477274746401,"until n = 5","nps","Sweden","Sweden",NA,"runif(1,0.13,1.667)",31.0486364847841,3.43555489388174
"48","Gustafsson et al 2010 ECOL FRE FISH",2,NA,"Fresh","Salmoniformes","Salmo trutta","Adult B","Metazoan","Invertebrate","Crustacean","Amphipod",NA,"Gammarus spp.","dead","Mean","N",24,10,NA,"1",5000,125000,17900,"Original species length","Species",3.1,"Original species mass",NA,"m^2 per pred per day",0.39,5520,3620,10200,2.65e-05,2.32e-05,3.1e-05,200,NA,NA,"Y",1.98252,11.7360690162844,9.79255599182885,1.1314021114911,8.61613313927114,-10.5383658249721,6.85646198459459,-13.3147352700518,0.368586850113934,"until n = 5","nps","Sweden","Sweden",NA,"runif(1,0.13,1.667)",22.115211006836,3.09626565261938
"49","Gustafsson et al 2010 ECOL FRE FISH",2,NA,"Fresh","Salmoniformes","Salmo trutta","Adult C","Metazoan","Invertebrate","Crustacean","Amphipod",NA,"Gammarus spp.","dead","Mean","N",24,10,NA,"1",5000,125000,59000,"Original species length","Species",3.1,"Original species mass",NA,"m^2 per pred per day",0.93,3080,3080,3080,1.56e-05,1.56e-05,1.56e-05,200,NA,NA,"Y",1.98252,11.7360690162844,10.9852927228879,1.1314021114911,8.03268487596762,-11.0682396437088,-Inf,-Inf,1.48077675920771,"until n = 5","nps","Sweden","Sweden",NA,"runif(1,0.13,1.667)",88.8466055524628,4.48691134962171
"50","O'Brien et al 2001 CAN J FISH AQUAT RES",3,NA,"Fresh","Salmoniformes","Thymallus arcticus","Adult","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia middendorffiana",NA,"Mean","Y",NA,12,NA,"1",NA,5e+05,517000,"Original species length","Species",1.48,"Original species length","Order","m^3 per pred per day",0.74,421,211,905,1.46e-05,1.2e-05,1.7e-05,200,NA,NA,"Y",1.98211,13.1223633774043,13.1557981534906,0.392042087776024,6.04263283368238,-11.13448902925,4.65396035015752,-13.5531462934968,3.62808930315077,"until n = 100","npm","Alaska","USA",NA,"runif(1,2,10)",217.685358189046,5.38305070915297
"51","O'Brien et al 2001 CAN J FISH AQUAT RES",3,NA,"Fresh","Salmoniformes","Thymallus arcticus","Adult","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia middendorffiana",NA,"Mean","Y",NA,12,NA,"1",NA,5e+05,517000,"Original species length","Species",1.48,"Original species length","Order","m^3 per pred per day",0.72,555,316,996,1.43e-05,1.14e-05,1.74e-05,200,NA,NA,"Y",1.98211,13.1223633774043,13.1557981534906,0.392042087776024,6.31896811374643,-11.1552510206984,4.78331637137157,-13.4439470015318,6.66822723299265,"until n = 100","npm","Alaska","USA",NA,"runif(1,2,10)",400.093633979559,5.99169860466327
"52","O'Brien et al 2001 CAN J FISH AQUAT RES",3,NA,"Fresh","Salmoniformes","Thymallus arcticus","Adult","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia middendorffiana",NA,"Mean","Y",NA,12,NA,"1",NA,5e+05,517000,"Original species length","Species",1.48,"Original species length","Order","m^3 per pred per day",0.81,482,166,1170,1.69e-05,9.33e-06,2.85e-05,200,NA,NA,"Y",1.98211,13.1223633774043,13.1557981534906,0.392042087776024,6.1779441140506,-10.9881969360352,5.06259503302697,-12.4844646710749,8.43578709103167,"until n = 100","npm","Alaska","USA",NA,"runif(1,2,10)",506.1472254619,6.22682758637785
"53","Buckel and Stoner 2000 J EXP MAR BIO ECOL",3,NA,"Marine","Perciformes","Pomatomus saltatrix","Young of the year A","Metazoan","Vertebrate","Fish","Atherinopsidae","Atlantic silverside","Menidia menidia","Juvenile A","Mean","N",12,20.5,NA,"1",NA,2492853.77,6520,"Original species length","Species",174,"Original species length","Species","m^3 per pred per day",0.77,34.3,27.9,41,0.0101,0.00777,0.0127,200,NA,NA,"N",2.390475,14.7289387045479,8.7826296549207,5.15905529921453,3.53514535417189,-4.59521985513492,1.16315080980568,-6.75503419196447,1,NA,"nphp","New Jersey","USA",NA,NA,60,4.0943445622221
"54","Buckel and Stoner 2000 J EXP MAR BIO ECOL",3,NA,"Marine","Perciformes","Pomatomus saltatrix","Young of the year A","Metazoan","Vertebrate","Fish","Atherinopsidae","Atlantic silverside","Menidia menidia","Juvenile A","Mean","N",12,20.5,NA,"1",NA,2492853.77,6520,"Original species length","Species",174,"Original species length","Species","m^3 per pred per day",0.77,34.3,27.9,41,0.0101,0.00777,0.0127,200,NA,NA,"N",2.390475,14.7289387045479,8.7826296549207,5.15905529921453,3.53514535417189,-4.59521985513492,1.16315080980568,-6.75503419196447,1,NA,"nphpp","New Jersey","USA",NA,NA,60,4.0943445622221
"55","Buckel and Stoner 2000 J EXP MAR BIO ECOL",3,NA,"Marine","Perciformes","Pomatomus saltatrix","Young of the year B","Metazoan","Vertebrate","Fish","Moronidae","Striped bass","Morone saxatilis","Juvenile A","Mean","N",12,20.5,NA,"1",NA,2492853.77,7700,"Original species length","Species",174,"Original species length","Species","m^3 per pred per day",0.67,30.8,22.4,45.6,0.00642,0.00274,0.00983,200,NA,NA,"N",2.390475,14.7289387045479,8.94897560784178,5.15905529921453,3.42751468997953,-5.04833716128027,1.43508452528932,-6.29798970736124,1,NA,"nphp","New Jersey","USA",NA,NA,60,4.0943445622221
"56","Buckel and Stoner 2000 J EXP MAR BIO ECOL",3,NA,"Marine","Perciformes","Pomatomus saltatrix","Young of the year B","Metazoan","Vertebrate","Fish","Moronidae","Striped bass","Morone saxatilis","Juvenile A","Mean","N",12,20.5,NA,"1",NA,2492853.77,7700,"Original species length","Species",174,"Original species length","Species","m^3 per pred per day",0.67,30.8,22.4,45.6,0.00642,0.00274,0.00983,200,NA,NA,"N",2.390475,14.7289387045479,8.94897560784178,5.15905529921453,3.42751468997953,-5.04833716128027,1.43508452528932,-6.29798970736124,1,NA,"nphpp","New Jersey","USA",NA,NA,60,4.0943445622221
"57","Buckel and Stoner 2000 J EXP MAR BIO ECOL",3,NA,"Marine","Perciformes","Pomatomus saltatrix","Young of the year C","Metazoan","Vertebrate","Fish","Atherinopsidae","Atlantic silverside","Menidia menidia","Juvenile B","Mean","N",24,20.5,NA,"1",NA,2492853.77,46000,"Original species length","Species",1200,"Original species length","Species","m^3 per pred per day",0.66,17.1,10.6,28.9,0.00627,2.51e-11,0.0128,200,NA,NA,"N",2.390475,14.7289387045479,10.7363966754712,7.09007683577609,2.83907846350861,-5.07197892433731,1.17865499634165,-5.76512610890044,1,NA,"nphp","New Jersey","USA",NA,NA,60,4.0943445622221
"58","Buckel and Stoner 2000 J EXP MAR BIO ECOL",3,NA,"Marine","Perciformes","Pomatomus saltatrix","Young of the year C","Metazoan","Vertebrate","Fish","Atherinopsidae","Atlantic silverside","Menidia menidia","Juvenile B","Mean","N",24,20.5,NA,"1",NA,2492853.77,46000,"Original species length","Species",1200,"Original species length","Species","m^3 per pred per day",0.66,17.1,10.6,28.9,0.00627,2.51e-11,0.0128,200,NA,NA,"N",2.390475,14.7289387045479,10.7363966754712,7.09007683577609,2.83907846350861,-5.07197892433731,1.17865499634165,-5.76512610890044,1,NA,"nphpp","New Jersey","USA",NA,NA,60,4.0943445622221
"59","Buckel and Stoner 2000 J EXP MAR BIO ECOL",3,NA,"Marine","Perciformes","Pomatomus saltatrix","Young of the year D","Metazoan","Vertebrate","Fish","Moronidae","Striped bass","Morone saxatilis","Juvenile B","Mean","N",24,20.5,NA,"1",NA,2492853.77,44600,"Original species length","Species",1500,"Original species length","Species","m^3 per pred per day",0.11,38.9,21.7,227,0.0196,0.0148,0.0258,200,NA,NA,"N",2.390475,14.7289387045479,10.7054891380082,7.3132203870903,3.6609942506244,-3.93222571274567,2.15176220325946,-6.03228654162824,1,NA,"nphp","New Jersey","USA",NA,NA,60,4.0943445622221
"60","Buckel and Stoner 2000 J EXP MAR BIO ECOL",3,NA,"Marine","Perciformes","Pomatomus saltatrix","Young of the year D","Metazoan","Vertebrate","Fish","Moronidae","Striped bass","Morone saxatilis","Juvenile B","Mean","N",24,20.5,NA,"1",NA,2492853.77,44600,"Original species length","Species",1500,"Original species length","Species","m^3 per pred per day",0.11,38.9,21.7,227,0.0196,0.0148,0.0258,200,NA,NA,"N",2.390475,14.7289387045479,10.7054891380082,7.3132203870903,3.6609942506244,-3.93222571274567,2.15176220325946,-6.03228654162824,1,NA,"nphpp","New Jersey","USA",NA,NA,60,4.0943445622221
"61","Anderson 2001 ECOLOGY",3,NA,"Marine","Perciformes","Paralabrax clathratus",NA,"Metazoan","Vertebrate","Fish","Embiotocidae","Kelp perch","Brachyistius frenatus","Juvenile","Raw data","N",NA,NA,NA,"2",NA,5e+06,93600,"Original species length","Species",2750,"Original species length","Family","m^3 per pred per day",0.31,1.87,0.967,6.34,0.106,0.027,0.201,200,"No kelp",NA,"N",1.917075,15.4249484703984,11.4467856624657,7.91935619066062,0.625938430866495,-2.24431618487007,-0.795179906125097,-3.23145460707506,1,NA,"npp","California","USA",NA,NA,60,4.0943445622221
"62","Anderson 2001 ECOLOGY",3,NA,"Marine","Perciformes","Paralabrax clathratus",NA,"Metazoan","Vertebrate","Fish","Embiotocidae","Kelp perch","Brachyistius frenatus","Juvenile","Raw data","N",NA,NA,NA,"2",NA,5e+06,93600,"Original species length","Species",2750,"Original species length","Family","m^3 per pred per day",0.17,2.28,1.13,8.29,0.215,0.137,0.304,200,"5.8-6.4kg of kelp",NA,"N",1.917075,15.4249484703984,11.4467856624657,7.91935619066062,0.824175442966349,-1.53711725085447,-0.553385238184787,-3.24419363285249,1,NA,"npp","California","USA",NA,NA,60,4.0943445622221
"63","Anderson 2001 ECOLOGY",3,NA,"Marine","Perciformes","Paralabrax clathratus",NA,"Metazoan","Vertebrate","Fish","Embiotocidae","Kelp perch","Brachyistius frenatus","Juvenile","Raw data","N",NA,NA,NA,"2",NA,5e+06,93600,"Original species length","Species",2750,"Original species length","Family","m^3 per pred per day",0.4,0.582,0.456,1.55,0.0154,4.47e-10,0.175,200,"9.9-13.2kg of kelp",NA,"N",1.917075,15.4249484703984,11.4467856624657,7.91935619066062,-0.541284831250699,-4.17338776956255,-2.7646205525906,-4.86653497914847,1,NA,"npp","California","USA",NA,NA,60,4.0943445622221
"64","Anderson 2001 ECOLOGY",3,NA,"Marine","Perciformes","Paralabrax clathratus",NA,"Metazoan","Vertebrate","Fish","Embiotocidae","Kelp perch","Brachyistius frenatus","Juvenile","Raw data","N",NA,NA,NA,"2",NA,5e+06,93600,"Original species length","Species",2750,"Original species length","Family","m^3 per pred per day",0.44,0.54,0.335,1.16,0.0964,5.05e-10,0.259,200,"21.9-26.1kg of kelp",NA,"N",1.917075,15.4249484703984,11.4467856624657,7.91935619066062,-0.616186139423817,-2.33924907736564,-2.27789248040367,-3.03239626316417,1,NA,"npp","California","USA",NA,NA,60,4.0943445622221
"65","Persson 1986 J ANIM ECOL",3,NA,"Fresh","Cypriniformes","Rutilus rutilus",NA,"Metazoan","Invertebrate","Insect","Diptera","Phantom midge","Chaoborus obscuripe",NA,"Mean","N",NA,12,NA,"5",NA,2e+05,10900,"Original species mass",NA,8.69,"Alternate species length","Order","m^3 per pred per day",0.68,26500,19300,37700,1.68e-05,1.39e-05,1.98e-05,200,NA,NA,"Y",1.472685,12.2060726455302,9.29651806821724,2.1621729392773,10.1849000119743,-10.9941316715551,8.1886891244442,-13.4439470015318,0.322654441837221,"until n = 10","nps","Sweden","Sweden",NA,"runif(1,0.14,0.83)",19.3592665102333,2.96317119426259
"66","Persson 1986 J ANIM ECOL",3,NA,"Fresh","Perciformes","Perca fluviatilis",NA,"Metazoan","Invertebrate","Insect","Diptera","Phantom midge","Chaoborus obscuripe",NA,"Mean","N",NA,12,NA,"2",NA,2e+05,29100,"Original species mass",NA,8.69,"Alternate species length","Order","m^3 per pred per day",0.61,59300,42700,82300,1.47e-05,1.34e-05,1.64e-05,200,NA,NA,"Y",1.397205,12.2060726455302,10.2784934531596,2.1621729392773,10.9903645849858,-11.1276630641796,9.02401079378469,-14.2462934740567,0.419962482585106,"until n = 10","nps","Sweden","Sweden",NA,"runif(1,0.14,0.83)",25.1977489551064,3.22675466334915
"67","Persson 1986 J ANIM ECOL",3,NA,"Fresh","Cypriniformes","Rutilus rutilus",NA,"Metazoan","Invertebrate","Insect","Diptera","Phantom midge","Chaoborus obscuripe",NA,"Mean","N",NA,15,NA,"5",NA,2e+05,10900,"Original species mass",NA,8.69,"Alternate species length","Order","m^3 per pred per day",0.62,88000,62000,120000,1.66e-05,1.55e-05,1.82e-05,200,NA,NA,"Y",1.472685,12.2060726455302,9.29651806821724,2.1621729392773,11.3850920934603,-11.0061078626018,9.47270463644367,-14.4133475587199,0.414840160640888,"until n = 10","nps","Sweden","Sweden",NA,"runif(1,0.16,0.83)",24.8904096384533,3.21448257419719
"68","Persson 1986 J ANIM ECOL",3,NA,"Fresh","Perciformes","Perca fluviatilis",NA,"Metazoan","Invertebrate","Insect","Diptera","Phantom midge","Chaoborus obscuripe",NA,"Mean","N",NA,15,NA,"2",NA,2e+05,29100,"Original species mass",NA,8.69,"Alternate species length","Order","m^3 per pred per day",0.67,107000,84400,141000,1.06e-05,9.44e-06,1.19e-05,200,NA,NA,"Y",1.397205,12.2060726455302,10.2784934531596,2.1621729392773,11.580584113444,-11.4546565568463,9.33255800470043,-14.3602377334059,0.32143735143356,"until n = 10","nps","Sweden","Sweden",NA,"runif(1,0.16,0.83)",19.2862410860136,2.95939194458113
"69","Persson 1986 J ANIM ECOL",3,NA,"Fresh","Cypriniformes","Rutilus rutilus",NA,"Metazoan","Invertebrate","Insect","Diptera","Phantom midge","Chaoborus obscuripe",NA,"Mean","N",NA,18,NA,"5",NA,2e+05,10900,"Original species mass",NA,8.69,"Alternate species length","Order","m^3 per pred per day",0.54,57800,37300,95500,8.42e-06,6.83e-06,1.07e-05,200,NA,NA,"Y",1.472685,12.2060726455302,9.29651806821724,2.1621729392773,10.9647440546605,-11.68490072971,9.23503298456655,-14.0449237222921,0.717869490066077,"until n = 10","nps","Sweden","Sweden",NA,"runif(1,0.12,0.83)",43.0721694039647,3.76287706705606
"70","Persson 1986 J ANIM ECOL",3,NA,"Fresh","Perciformes","Perca fluviatilis",NA,"Metazoan","Invertebrate","Insect","Diptera","Phantom midge","Chaoborus obscuripe",NA,"Mean","N",NA,18,NA,"2",NA,2e+05,29100,"Original species mass",NA,8.69,"Alternate species length","Order","m^3 per pred per day",0.58,107000,75000,170000,1.12e-05,9.9e-06,1.25e-05,200,NA,NA,"Y",1.397205,12.2060726455302,10.2784934531596,2.1621729392773,11.580584113444,-11.3995967796632,9.68034400122192,-14.2462934740567,0.125040541959461,"until n = 10","nps","Sweden","Sweden",NA,"runif(1,0.12,0.83)",7.50243251756765,2.01522730363251
"71","Persson 1986 J ANIM ECOL",3,NA,"Fresh","Cypriniformes","Rutilus rutilus",NA,"Metazoan","Invertebrate","Insect","Diptera","Phantom midge","Chaoborus obscuripe",NA,"Mean","N",NA,21,NA,"5",NA,2e+05,10900,"Original species mass",NA,8.69,"Alternate species length","Order","m^3 per pred per day",0.71,162000,123000,222000,7.64e-06,7.06e-06,8.16e-06,200,NA,NA,"Y",1.472685,12.2060726455302,9.29651806821724,2.1621729392773,11.9953516142145,-11.7821129547858,9.87816974455184,-15.0533849139659,0.196226458474994,"until n = 10","nps","Sweden","Sweden",NA,"runif(1,0.12,0.28)",11.7735875084996,2.46585867589177
"72","Persson 1986 J ANIM ECOL",3,NA,"Fresh","Perciformes","Perca fluviatilis",NA,"Metazoan","Invertebrate","Insect","Diptera","Phantom midge","Chaoborus obscuripe",NA,"Mean","N",NA,21,NA,"2",NA,2e+05,29100,"Original species mass",NA,8.69,"Alternate species length","Order","m^3 per pred per day",0.55,188000,124000,299000,9.12e-06,8.37e-06,9.89e-06,200,NA,NA,"Y",1.397205,12.2060726455302,10.2784934531596,2.1621729392773,12.1441972418121,-11.605040753878,10.3734911817819,-14.796339810976,0.259922514595091,"until n = 10","nps","Sweden","Sweden",NA,"runif(1,0.12,0.28)",15.5953508757055,2.74697284905036
"73","Harborne 2012 CORAL REEFS",3,NA,"Marine","Perciformes","Cephalopholis cruentata","Wild caught","Metazoan","Vertebrate","Fish","Perciformes","Rainbow wrasse","Halichoeres pictus","Wild caught","Raw data","N",48,25.8,NA,"1",NA,750000,99700,"Original species mass",NA,135,"Original species length","Genus","m^3 per pred per day",0.08,1.3,0.497,10.1,0.171,0.0764,0.249,200,"Winter",NA,"N",2.42931,13.5278284855125,11.5099209559499,4.90527477843843,0.262364264467491,-1.76609172247948,-0.912547745595321,-3.05124498348425,2170.31797795091,"either 22 or 47 hours","n","The Bahamas","The Bahamas",NA,"runif(1,1320,2820)",130219.078677054,11.7769735316395
"74","Harborne 2012 CORAL REEFS",3,NA,"Marine","Perciformes","Cephalopholis cruentata","Wild caught","Metazoan","Vertebrate","Fish","Perciformes","Rainbow wrasse","Halichoeres pictus","Wild caught","Raw data","N",48,28.8,NA,"1",NA,750000,99700,"Original species mass",NA,135,"Original species length","Genus","m^3 per pred per day",0.28,0.647,0.382,1.44,0.0477,2.35e-08,0.0872,200,"Summer",NA,"N",2.42931,13.5278284855125,11.5099209559499,4.90527477843843,-0.435408984481236,-3.04282388108784,-2.02117263355586,-3.73597155431038,2071.23692583293,"either 22 or 47 hours","n","The Bahamas","The Bahamas",NA,"runif(1,1320,2820)",124274.215549976,11.7302458187319
"75","Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI",3,NA,"Fresh","Perciformes","Sander vitreus","Young of the year A","Metazoan","Invertebrate","Crustacean","Cladoceran","Zooplankton","Daphnia spp.",NA,"Mean","N",24,21,NA,"1",NA,72000,71.2,"Original species length","Species",0.376,"Original genus length","Order","m^3 per pred per day",0.2,1.71,0.392,8.37,0.000449,0.000298,0.000616,200,NA,NA,"Y",1.29389,11.1844213979982,4.26549281841793,-0.978166135592243,0.536493370514568,-7.70848767022202,-0.41703174447963,-9.4913779017093,1,NA,"n","Illinois","USA",NA,NA,60,4.0943445622221
"76","Galarowicz & Wahl 2005 CAN J FISH AQUAT SCI",3,NA,"Fresh","Perciformes","Sander vitreus","Young of the year A","Metazoan","Vertebrate","Fish","Cyprinidae","Common carp","Cyprinus carpio","Larva A","Mean","N",24,21,NA,"1",NA,72000,71.2,"Original species length","Species",4.78,"Original species length","Species","m^3 per pred per day",0.28,10.6,4.35,28.5,0.00463,0.0019,0.00714,200,NA,NA,"Y",1.29389,11.1844213979982,4.26549281841793,1.56444054650336,2.36085400111802,-5.37519841088399,1.13943428318836,-6.59660085034521,1,NA,"n","Illinois","USA",NA,NA,60,4.0943445622221
